SAMPLE_ID,MPO_Score,Z_AUC 809387,Z_AUC 810089,Z_AUC 809405,Z_AUC average,Z_AUC 840907,Z_AUC 1036743,Z_AUC 803493,Z_AUC 787193,Z_AUC 783779
NCGC00346686,3.7,-0.201321883,-0.314968708,-0.404041917,-0.205710576,-0.10357714,0.379965748,-0.058484556,-1.035491547,0.092235396
NCGC00093347,3.7,-0.083369528,-0.702416451,-0.027496911,0.020257965,-0.473431985,0.286527419,0.898548521,0.261142716,0.002559936
NCGC00510488,3.7,1.509383025,1.111920172,0.909757116,1.119160729,0.643671668,1.108003057,1.391707488,1.101713022,1.177130286
NCGC00356746,3.7,-2.544859248,-2.697741979,-0.484596196,-1.824762795,0.444145655,-1.823439382,-1.342335007,-2.572159561,-3.577116639
NCGC00188399,3.7,0.022374274,0.351312238,0.334256419,0.033887531,0.353993487,-0.199692507,-0.272931388,-0.2863771,-0.031835175
NCGC00378780,3.7,-0.526961767,-1.85122015,0.068442178,-0.254152835,0.619454335,-0.090075896,0.305510215,-0.65858908,0.100217486
NCGC00507842,3.7,-0.272314379,-0.377287869,-0.592405899,-0.013566711,-0.022276465,0.156863473,0.84121285,0.407171747,-0.249497149
NCGC00181033,3.7,0.334146414,-0.759050423,-0.754484292,-0.353169478,0.144229786,-0.234674023,-1.04700583,-0.566218966,0.057701509
NCGC00871072,3.7,-1.245217067,-0.921521153,-0.748992233,-0.665283956,-0.156102899,-0.686077122,0.12791118,-1.029001294,-0.663271056
NCGC00345813,3.7,-0.171747685,-0.624429326,-0.268442168,-0.330763333,-0.757966504,-0.480436938,0.380744748,-0.284586916,-0.439241871
NCGC00371045,3.7,-0.085705814,-0.249799985,-0.072211899,0.0153578,-0.048418436,-0.010202759,0.645106818,0.108916399,-0.164821924
NCGC00510708,3.7,0.688208888,0.849414791,1.244469721,0.560232679,0.563413916,1.064015767,-2.075010826,1.051015037,1.096334141
NCGC00386179,3.7,-0.433609942,0.067732571,-0.088939854,-0.061984933,-0.629363436,0.302708555,0.011649896,0.126959395,0.14698335
NCGC00488967,3.7,0.56295011,0.927012871,0.998167432,0.364268256,0.441901326,0.019958637,-0.678176036,0.721463043,-0.079131337
NCGC00346566,3.7,1.113956165,1.023072525,1.071363584,1.048773503,0.76236148,1.329599546,1.050142361,0.96559995,1.074092413
NCGC00263196,3.7,1.154159,1.192186342,1.298464353,0.643035381,0.697179184,0.727940537,-0.38451944,-0.150142133,0.609015205
NCGC00015205,3.7,0.534645099,0.494115528,0.442327587,0.58835178,0.828127188,0.616316763,0.700567065,0.479184507,0.611530503
NCGC00346449,3.7,0.312111482,0.344344541,-0.041736633,-0.426582421,-0.11811261,-1.335971992,-1.825398511,-0.489654239,-0.258241405
NCGC00871099,3.7,0.889728077,0.833944006,1.054242255,0.846593631,0.483515228,1.212796475,0.511068699,1.044424993,0.74302932
NCGC00167356,3.7,0.618076749,0.971720299,0.877137025,0.689585226,0.615739555,0.746419953,1.073155432,0.016004317,0.59842848
NCGC00262603,3.7,0.67680181,0.544070151,0.581625011,0.539394674,0.658822776,0.401137704,0.067192773,0.628146162,0.757361008
NCGC00600721,3.7,0.376633449,0.27699293,0.294951316,0.345985529,0.082419106,0.839127596,0.862605324,-0.433783433,0.468937943
NCGC00345830,3.6,0.221373068,-0.259551768,-0.492817302,-0.240979443,-0.238397483,-0.109762606,-0.70157865,0.008181586,-0.355282393
NCGC00508849,3.6,1.127628031,1.127613433,1.136865001,1.008942564,0.963777686,0.848860199,0.806180941,1.254683572,0.80593165
NCGC00165844,3.6,0.361622273,0.457945908,0.137000004,0.41145149,0.349224135,0.419272635,0.496323682,0.509148211,0.561075073
NCGC00346698,3.6,-2.27394022,-2.191730683,-1.669286933,-1.586180685,-2.498614025,-1.289012894,-0.106779736,-1.073780402,-1.586300587
NCGC00475743,3.6,-0.293407108,-0.394736809,-0.785331871,-0.195104475,0.391497974,-0.435672741,0.415680736,0.055977531,-0.514843514
NCGC00522550,3.6,-0.697330177,-0.300980148,0.035400444,-0.874894097,-0.752049923,-1.785906244,-1.028019101,-1.768009908,-0.702257718
NCGC00346717,3.6,-0.446063069,-0.05486491,-0.661656302,-0.345870262,-0.700855574,-0.155983589,-0.138220253,-0.079894207,-0.52942419
NCGC00507861,3.6,0.565933233,0.406221698,0.6712574,0.987136825,0.86364575,0.98989573,2.439696696,0.965055682,0.995388407
NCGC00015462,3.6,0.554154207,0.740984981,0.614878833,0.363649814,0.642446309,0.612966049,-1.830260706,0.563906629,1.010122211
NCGC00181350,3.6,0.815721915,0.898247518,0.830590165,0.774961776,1.111968384,0.532430952,0.571406853,0.702576778,0.736751641
NCGC00507865,3.6,-0.545210581,0.388074436,-0.891329717,0.073828694,0.318969376,0.184752982,0.943005355,0.478054276,-0.285686577
NCGC00165889,3.6,-1.111691688,-2.598323092,-0.787650919,-1.453774962,-1.040965139,-2.100415117,-1.510854249,-0.767143622,-1.71315587
NCGC00242497,3.6,0.777763961,1.080357401,1.104250607,1.06629289,1.360859369,1.115152276,0.716462497,1.150902051,1.224594957
NCGC00241111,3.6,0.238918818,0.497700225,0.724873726,0.522788966,0.759208955,0.620977871,0.097034036,0.485048486,0.758549609
NCGC00015036,3.6,0.012669975,-0.227278088,0.22780941,0.145530084,-0.534550767,0.363447535,1.077489894,0.23820548,0.006447236
NCGC00015705,3.6,0.908105393,0.646947123,0.536336637,0.712617624,1.27072362,0.762611513,0.623450498,0.091611065,0.861155148
NCGC00346548,3.6,-0.877166536,-1.077112757,-0.338821693,-0.320449581,-0.921438224,-0.015529364,0.817462387,0.217831419,-0.368821883
NCGC00263085,3.6,1.423673912,1.188868305,0.56236904,1.068671459,1.387272697,0.947849919,0.900737978,1.088804308,1.049795512
NCGC00346736,3.6,-0.257225678,-0.328285643,-0.046237533,-0.448455661,-0.470409665,-0.999444734,0.246096933,-1.040970474,-0.691168491
NCGC00510266,3.6,-0.503423597,-0.045772167,0.040488158,-0.990233956,-0.127480406,-2.80604637,-3.264818958,-0.322105636,-0.89271267
NCGC00508900,3.6,0.765181187,1.164307747,1.203656225,0.853172303,0.943642169,0.819365641,0.624871072,1.02278525,0.281569134
NCGC00016543,3.6,1.027126687,0.966343687,0.376832841,0.806161384,0.428067068,1.135940981,0.536857826,0.99605047,0.982071516
NCGC00408930,3.6,0.648052111,0.789004747,1.372579985,0.57300674,0.820681705,0.014717409,0.349965382,0.460443603,0.128608975
NCGC00263175,3.6,1.466574551,0.243917981,1.372614909,0.39586194,0.603986892,-0.009057608,-0.892145806,0.36558814,0.015416459
NCGC00250396,3.6,0.034239932,-0.150766821,-0.150945935,-0.022616539,-0.379795666,0.319253802,0.067296296,-0.084217403,0.164003485
NCGC00250405,3.6,-2.469410051,-2.860077446,-2.586307311,-2.174028192,-3.012352016,-2.195608625,-0.853138055,-1.476534508,-1.938797521
NCGC00346431,3.6,0.891653885,0.936923857,1.350854138,0.921130022,0.879840395,0.937392334,0.78956144,0.849111283,0.733702842
NCGC00386215,3.6,0.625074907,0.868260978,1.180967314,0.951971592,0.999494754,1.129613758,0.6288347,1.180465771,1.003060551
NCGC00346581,3.6,-0.09957945,0.015124023,-0.622019882,-0.240396384,0.123789377,-0.179253401,-0.219623287,-0.723130792,-0.218477661
NCGC00390283,3.6,0.601637681,0.662742111,0.918541566,0.799904463,0.655577509,0.807831491,0.834978639,0.881147275,1.036779433
NCGC00346885,3.6,1.538481652,0.59195246,0.088509968,0.736753741,0.909248823,0.948047856,0.543899084,0.566908178,0.706981907
NCGC00346508,3.6,0.766181574,0.928745533,0.435067779,0.781701579,0.599773465,0.679662524,1.024975509,1.008675017,0.810531229
NCGC00165880,3.6,0.59445435,0.758101638,0.565189462,0.237104191,0.619012027,-0.228081427,-0.294533765,-0.124798031,0.007489271
NCGC00510264,3.6,-0.502729533,-0.411466694,-0.572455205,-0.341101721,0.111934659,-0.321335844,0.273325738,-0.994015099,-0.312071786
NCGC00871092,3.6,-0.470049632,-0.281686658,0.20538427,0.158215616,0.488956627,0.113823734,1.014769789,0.583034433,-0.388507638
NCGC00017324,3.6,0.729566295,1.2319137,0.140379657,0.619509805,0.90282488,1.354410259,-1.176654816,0.856002825,0.91763564
NCGC00856809,3.6,1.21318422,0.907816732,0.419023167,0.855632307,0.980521417,0.97280692,0.320115344,1.149871686,0.881718971
NCGC00507851,3.6,-1.92384003,-1.96869335,-1.585925287,-1.517768568,-2.626168999,-1.412557618,-0.274502597,-1.866155767,-0.484304894
NCGC00499183,3.6,-1.008314464,-1.072648826,-1.106176099,-1.075891959,-0.470795636,-1.750302118,-0.546172706,-1.525006044,-1.127719774
NCGC00689120,3.6,-0.50349419,-0.411670357,-0.279049849,-0.458188326,-0.938345677,-0.571412356,-0.600249086,-0.492343432,0.131058341
NCGC00163532,3.6,0.001734422,0.436761713,0.215165995,0.366542446,0.08115059,0.250988578,0.802267835,0.68387557,0.460394867
NCGC00521067,3.6,0.793978381,0.84398378,1.085740546,0.845059108,1.050127872,0.728306911,0.921487169,0.549227745,0.787620458
NCGC00390649,3.6,-0.016619391,-0.276399444,-0.339185401,-0.027814519,6.21984E-05,-0.080944614,0.729478565,-0.042898006,-0.196010059
NCGC00590984,3.6,-0.428678596,0.064468307,0.188473346,0.299800957,1.224525594,0.311807861,0.904894064,0.271960505,-0.139043421
NCGC00346718,3.6,0.629889413,0.47776,1.099481524,0.610367585,-0.19495769,0.423159356,0.539270698,0.851346879,1.056990496
NCGC00263230,3.6,1.088033259,1.228586802,0.54160167,0.734894439,1.465609362,0.803620734,0.306847781,0.274933743,0.169922159
NCGC00346882,3.6,0.233909496,-0.358426492,0.168422698,0.191395426,-0.08202016,0.360172944,1.021157577,0.376311629,-0.188364287
NCGC00185916,3.6,-0.141022269,-0.507692637,-0.103401202,-0.09082313,-0.33341404,0.007539156,0.8006331,-0.124734563,-0.324492584
NCGC00160428,3.6,-0.418865036,-0.630870375,-0.621272618,-0.242199848,-0.041896006,0.111922288,0.364833275,-0.767831685,0.066381374
NCGC00486904,3.6,-0.274880624,-0.096763151,0.168584819,0.104405848,0.900448322,-0.250095804,-0.285413991,0.365615745,0.307751465
NCGC00249684,3.6,0.740792211,1.171361091,1.026457635,1.022847212,0.906219097,1.166053304,1.031236216,1.114877938,1.025780205
NCGC00165815,3.6,-0.07389071,0.055945745,-0.539307913,-0.14768089,0.481139622,-0.049146017,-0.22122513,-0.395125023,-0.439837691
NCGC00015590,3.6,0.493802618,0.676468394,0.702341436,0.629626848,0.592653054,0.370555986,0.940843517,0.670587913,0.589761865
NCGC00093828,3.6,1.306843894,0.836370849,0.632395217,0.478325364,0.512315145,0.634965378,-0.100073622,0.038713816,-0.034927765
NCGC00263186,3.6,-0.734200652,-0.306556136,-0.699930857,-0.573838021,-0.772774629,-0.477161734,-0.157146664,-0.42480973,-1.018123766
NCGC00263239,3.6,1.361487754,0.83242776,0.616771615,0.753411031,1.049810436,0.320923902,0.047333976,1.263171097,0.535361709
NCGC00346714,3.6,0.120061895,0.918822983,0.650239826,0.37759615,0.703869227,0.393093421,-0.162251014,0.265870465,0.131062393
NCGC00346747,3.6,0.483520146,-0.365620741,-0.797016137,-0.247129026,-0.540532195,-0.299746238,-0.164961312,0.027230586,-0.31990632
NCGC00651705,3.6,-2.099765731,-2.10878009,-2.127882578,-2.332454529,-2.141140261,-2.963774405,-2.426247274,-1.884760539,-2.907285355
NCGC00351604,3.6,0.199449268,-0.011264358,0.260859005,0.149636393,0.177474781,-0.171113822,0.932744222,0.315997574,-0.507055524
NCGC00250377,3.6,-0.677158782,-1.531632351,-0.563940933,-1.022814085,-1.196812473,-1.263487759,-0.782375105,-0.928527228,-1.23857805
NCGC00250392,3.6,0.477081863,1.187003556,0.166616619,0.646354752,0.679599526,0.7037763,0.155161317,1.00906747,0.792531367
NCGC00381564,3.6,-1.469723069,-1.635165207,-1.61452137,-1.265484253,-1.555665099,-1.237998664,-0.524648116,-0.992349513,-1.093802988
NCGC00510691,3.6,0.679654692,0.845614275,1.039642967,0.750149343,0.307274047,0.939147467,0.150163456,0.925962762,1.113735081
NCGC00601691,3.6,0.952001119,0.901783527,0.737846614,0.643799997,1.001138662,1.230505713,0.329522689,-0.42049027,0.418091925
NCGC00241108,3.6,0.323338646,0.17976649,0.208614842,-0.092402046,0.259522029,-0.609737009,-0.490330069,-0.324016432,-0.286374867
NCGC00378999,3.5,-1.207664553,-1.558364217,-1.456695983,-1.442630911,-2.007321962,-1.371222359,-1.23965882,-1.971888547,-0.728230848
NCGC00386260,3.5,-0.742313525,-0.654466199,-0.88342514,-0.65896175,-0.726704932,-0.504145228,-0.118713959,-0.813361615,-0.828563401
NCGC00346450,3.5,-1.769306821,-1.569485523,-1.772979172,-1.739579668,-2.250320574,-2.132385622,-1.33213182,-1.482397063,-1.607630749
NCGC00182052,3.5,-0.20399197,-0.225488085,-1.02343798,-0.805463722,-1.10535103,-0.678316986,-1.098741504,-0.575645341,-1.532736882
NCGC00351609,3.5,-2.252732849,-2.324820244,-0.637784891,-1.780001754,-0.187898013,-1.809136418,-1.332351365,-2.326298213,-3.368992037
NCGC00181296,3.5,0.859597926,0.896706019,1.49195384,0.712677516,0.641778518,1.178038642,-1.372866394,0.855551081,1.150660496
NCGC00370842,3.5,0.44411399,0.260411869,0.913601215,0.475247804,0.326886101,0.915574337,0.567079921,0.17910796,0.19520704
NCGC00689321,3.5,0.965382764,0.860481008,1.077656429,0.94599592,0.628117885,1.160324391,1.036586946,1.012297177,0.827120755
NCGC00013917,3.5,0.600887583,0.682544903,0.789767854,0.907436032,0.767582444,0.827516862,1.220212121,1.157660058,1.213316434
NCGC00379060,3.5,-0.183378314,-0.181223049,0.05384581,0.01732677,-0.318910283,0.168412314,0.991087099,-0.743504936,0.35228552
NCGC00262061,3.5,-0.522931041,-0.994103837,-0.701854961,-0.694441607,-0.581245717,-0.587719156,-0.365147465,-1.603342167,-0.199188512
NCGC00386198,3.5,0.563868497,0.630055767,0.574271745,0.630286267,0.717776232,1.082449176,0.144757426,0.518135135,0.810976161
NCGC00188962,3.5,1.320906994,1.390865315,1.295422403,1.147674201,0.784590272,1.396283557,1.06177543,0.770033383,1.161516255
NCGC00238452,3.5,-0.326300937,-1.336784537,-0.165275655,-0.45232994,-0.303764701,0.114505706,0.229151943,-0.830764053,-0.99940729
NCGC00350264,3.5,0.561886676,0.622803212,0.443930573,0.546058847,0.518104253,0.705367028,0.896206923,0.198614838,0.421557275
NCGC00842387,3.5,-0.341859414,-0.122850478,-0.575950615,-0.291973686,-0.069304039,-0.483147606,0.28052012,-0.35874223,-0.664455228
NCGC00846473,3.5,0.498392954,0.538034355,1.181960651,0.48838796,0.362753962,0.452840397,0.394996471,0.219077902,0.259046992
NCGC00346743,3.5,-1.61305646,-2.259778932,-1.244684204,-1.408481252,-1.85996524,-1.006679653,-0.42471483,-1.09147804,-1.767492658
NCGC00263020,3.5,-0.779353957,-1.29348103,-0.793850768,-0.689558241,-1.117924005,-0.780817584,0.013667574,-0.390904841,-0.373801317
NCGC00346695,3.5,-0.08708653,0.348131329,-0.704029091,-0.224746071,-0.177063016,-0.692250462,-0.642845238,0.281066051,-0.123891613
NCGC00346659,3.5,-2.056167216,-1.859273098,-2.749734825,-1.806954208,-2.26464186,-0.708060941,-1.404207034,-1.505352092,-1.908196596
NCGC00344509,3.5,0.605254033,0.578399341,0.561650393,0.599735694,0.828039391,0.526605936,0.23041144,0.693260254,0.774264766
NCGC00689277,3.5,-0.568137063,0.124777878,-0.106712075,-0.194306565,0.482307469,-1.029509406,0.155905683,-0.297464088,-0.315620922
NCGC00387792,3.5,-0.245306644,0.202034167,0.070210718,0.03626064,0.027753665,-0.097163666,0.050813049,0.311783526,-0.030039692
NCGC00350511,3.5,1.29474847,1.061021522,0.75997033,0.992399118,0.83970572,0.770126597,1.110092306,1.062712151,1.040815846
NCGC00387215,3.5,0.300437857,0.516917661,0.701057669,0.485859307,0.767480564,0.107281423,0.55399363,0.206670476,0.73303518
NCGC00689319,3.5,1.144788521,0.557631517,0.125451395,0.692110565,0.715123678,0.675486948,0.633285193,1.002860494,0.682256771
NCGC00507887,3.5,0.576350153,0.816411549,0.900987348,0.204398687,0.653691214,-0.106344634,-0.348609799,-0.267347201,-0.589949135
NCGC00165902,3.5,0.490078568,0.576520565,0.687659506,0.32362052,0.679516595,-0.150224185,-0.14335188,0.234817374,0.213947616
NCGC00179308,3.5,-1.120262153,-0.936257194,-0.294849541,-0.235202205,-0.859812864,0.026508644,1.050202002,0.293374052,-0.040520589
NCGC00181754,3.5,0.732569546,0.382036979,-0.318290791,0.557565951,0.484542961,0.892633538,0.591850446,0.703218803,0.991966122
NCGC00166414,3.5,1.561787504,0.875621121,0.058193719,0.901363,0.739756034,1.005852065,0.640560901,1.055682446,1.273450208
NCGC00166125,3.5,0.000182657,-0.082682821,0.111035152,0.166401833,-0.117357415,0.097939201,1.031819791,0.33897361,-0.048695513
NCGC00387879,3.5,0.267661795,0.439639247,0.887924752,0.084900539,0.02997363,0.031432209,0.258177037,-0.34944587,-0.886158484
NCGC00263017,3.5,0.027240504,0.174376893,-0.221100228,-0.201271993,-0.091240687,-0.332269285,-0.688259644,-0.599126756,0.120203258
NCGC00856960,3.5,1.244409603,1.133389069,1.359679687,0.927528379,0.970341495,0.429830549,0.839553507,0.749204097,0.693819026
NCGC00263097,3.5,-0.182945908,0.12223498,-0.199916043,-0.174380557,-0.404645028,-0.733199161,0.209887784,-0.574908702,0.368447623
NCGC00346939,3.5,-0.028867721,-0.51692625,-0.321091227,-0.569771754,-0.35304824,-0.204344644,-2.847859413,0.070984213,-0.357020754
NCGC00015429,3.5,-0.128223571,-1.352294302,0.060442441,-0.382829818,-0.696086696,-0.402899035,0.302332441,-0.566834151,-0.279075672
NCGC00420704,3.5,1.014771295,0.940808133,0.591412868,0.538434238,0.228110142,0.609580958,0.033942162,0.514025081,0.374823266
NCGC00370783,3.5,0.602477894,0.840409907,1.194117034,0.661121373,0.45878967,0.654555196,0.599579798,0.661155365,0.277886118
NCGC00346645,3.5,-2.516618383,-2.731400148,-2.68509885,-2.420299882,-3.141838658,-1.725229368,-1.810294137,-2.570826088,-2.181093421
NCGC00263180,3.5,-0.943600655,-0.57665539,-0.079231831,-1.072219317,-0.649318965,-2.190585509,-1.22487832,-1.842096895,-1.071386968
NCGC00871097,3.5,0.446624749,0.740784126,0.570760135,0.681000551,0.725145255,0.588141359,0.380330153,1.029609428,0.966609202
NCGC00347067,3.5,0.230364375,0.228952103,0.143773333,-0.116002998,0.157969432,-0.8875899,-1.156508149,0.301281425,0.053733397
NCGC00506805,3.5,0.40713311,0.602633027,0.459165109,0.609313822,0.187877435,1.027709632,0.259191499,1.046159488,0.884641278
NCGC00242505,3.5,-0.462546061,0.533806374,0.206129012,0.03235772,0.275971426,0.00546519,-0.008799624,0.050329032,-0.341493586
NCGC00025135,3.5,1.099901414,0.996646192,0.188634083,0.779276012,1.17430269,0.847353011,-0.047332946,1.183363169,0.791340481
NCGC00263183,3.5,0.240165195,0.341077978,0.821332833,0.236494614,0.03864413,0.460963352,0.313363732,-0.274311376,-0.049278936
NCGC00878595,3.5,0.420801567,0.464925715,1.047688664,0.603048574,0.853264986,0.664116016,0.522453771,0.306472046,0.544665823
NCGC00499786,3.5,-0.192441561,-0.458418839,-0.290835801,-0.201972499,-0.003742574,-0.13071558,0.253514054,-0.081957379,-0.711182311
NCGC00384474,3.5,-0.294308305,-0.113189097,-0.046906789,0.171220279,-0.007864613,0.168925062,0.977294396,0.683601035,0.002210546
NCGC00346504,3.5,1.008601383,0.680156995,-0.030759386,0.226660251,0.340520972,-0.249465137,0.195621134,-0.070814892,-0.060579063
NCGC00092309,3.5,1.138736349,0.494938409,0.089472447,0.285890009,0.376367405,0.341838219,0.045129535,-0.185008486,-0.014353805
NCGC00507860,3.5,0.669482089,0.962233184,1.079796448,0.524669817,0.536299732,0.688403817,-0.247016419,0.251749359,0.256410325
NCGC00483921,3.5,0.851331048,0.813167342,0.749807541,0.734631791,0.71783482,1.071934527,0.722497694,0.60437264,0.34610872
NCGC00249417,3.5,0.685477678,1.075509403,1.561225771,0.775372304,0.787758577,0.812334041,-0.293033957,0.680706316,0.893000603
NCGC00475741,3.5,0.73119803,0.702377597,1.120849216,0.983199918,1.149183792,1.158980503,1.162512718,1.032204083,0.808293404
NCGC00510173,3.5,-0.248235809,-0.10661866,0.847583313,-0.099369748,0.11914799,-0.564262049,-0.551379376,0.015837106,-0.307030498
NCGC00687547,3.5,0.536668217,0.186633072,0.256779746,0.266555103,0.12884899,-0.183377383,0.809840286,0.688205277,-0.291157385
NCGC00346711,3.5,0.529149872,0.52761116,0.525058964,0.033763522,-0.020037778,-0.216197378,-1.361627206,0.288398084,-0.00224754
NCGC00163474,3.5,-0.112859515,-0.654893496,0.525272085,0.165710821,-0.180755124,0.238547043,1.098623299,0.298254392,0.113497882
NCGC00242476,3.5,1.142767623,1.108257439,0.792446262,0.882583742,1.174190105,0.981987297,0.377079776,0.77720598,0.706735453
NCGC00378893,3.5,1.025297483,1.005251858,1.249300138,0.937269036,0.281041793,0.848403191,1.077227556,0.934708599,1.076921666
NCGC00689311,3.5,-0.009642233,-0.042262989,-0.122740001,0.266628762,0.02191867,0.543277381,1.088596218,0.537249565,0.116633488
NCGC00263281,3.5,0.870379704,0.977101729,0.994306713,0.571972093,0.841178508,0.542445727,0.028542386,-0.232174507,0.553996484
NCGC00017280,3.5,0.109748662,0.087306088,-1.017114756,0.365405249,0.386904857,0.697502048,0.805704295,0.714296492,1.138894309
NCGC00094358,3.5,0.896138424,0.546695339,0.131941717,0.661765888,0.657132787,0.450712285,0.924956117,0.947418778,0.739131656
NCGC00378765,3.5,0.527532994,0.586798488,0.650147201,0.696368514,0.621284858,0.741648972,0.712287928,0.75487474,0.976372935
NCGC00178913,3.5,-0.656279058,-0.47202921,-0.503721308,-0.4428432,-0.793010074,-0.079058076,-0.61289993,0.221005262,-0.646753205
NCGC00510758,3.5,-0.355338041,0.032675245,0.115454605,-0.19611889,0.547910281,-0.46248227,0.270809199,-1.164392134,-0.553588003
NCGC00480751,3.5,0.690146614,0.669214128,0.00741918,0.576695324,0.286298067,0.785683059,0.181471312,1.188784729,0.804545501
NCGC00689090,3.5,0.421851723,0.433467346,0.532435981,0.161342074,0.144055415,0.044078709,0.38190329,-0.54650371,-0.12055216
NCGC00387273,3.5,0.979518379,0.871933452,0.449513862,1.002036745,0.758780173,1.589013385,1.063987962,1.223350699,1.080196047
NCGC00521068,3.5,0.360797022,0.519578297,0.706280642,0.286213533,0.425289545,0.727164309,-1.401400183,0.76541271,0.186585923
NCGC00345834,3.5,1.192917003,1.066650729,1.015979866,1.00673166,1.382758853,1.131620558,0.653612207,0.846773416,0.763540648
NCGC00346634,3.5,-0.128292154,-0.194043392,-0.667176682,-0.288855136,-0.846333408,0.038624536,-0.246134813,-0.218992952,-0.048492222
NCGC00250385,3.5,0.875364396,0.723709251,0.157033003,0.477210232,0.346431449,0.513333123,0.144186306,0.140527309,0.917097015
NCGC00484075,3.5,-0.181384087,0.171224152,-0.540074183,-0.208884077,0.572290883,-0.190433515,-0.854514917,-0.125818107,-0.52236284
NCGC00509995,3.5,0.359379535,0.600513146,1.25432914,0.750479384,0.936193576,0.929683561,0.878179623,0.50728194,0.53827455
NCGC00024667,3.5,1.252867688,0.763683687,0.397191196,0.731787642,0.963981112,0.585396886,-0.077087955,0.882937614,1.085330912
NCGC00390587,3.5,0.063570631,0.329646144,0.350131497,0.539661504,0.841711564,0.748005832,0.637294129,0.590884818,0.756047417
NCGC00510507,3.5,0.387810387,0.444822135,0.859636075,-0.429272692,0.643610493,-2.531141624,-4.683781884,0.571771017,0.873091869
NCGC00841325,3.5,-1.641499419,-1.41696982,-1.022467517,-1.373607953,-1.317656785,-1.560863546,-0.812243128,-2.013331604,-1.203831807
NCGC00262641,3.5,1.073448988,0.737966551,0.201257495,0.909540585,1.167553514,1.006881166,0.7285947,1.163056479,1.19756579
NCGC00016101,3.5,1.443130127,1.040893802,2.219474353,1.369591284,0.947646917,1.208538289,1.201470179,1.425634603,1.469942004
NCGC00506654,3.5,-0.741039113,-0.428415685,-0.573428032,-0.818698704,-1.222071718,-1.33968519,-0.103246013,-0.857662837,-1.284041048
NCGC00481317,3.5,-1.761634916,-1.86088517,-1.772803539,-1.469281197,-1.945996941,-1.483570882,-1.190613489,-0.514465652,-1.224278984
NCGC00509934,3.5,0.032012454,0.034345729,0.142559192,-0.072627221,-0.074062749,-0.106350953,0.064553921,-0.351796417,-0.322278949
NCGC00167526,3.5,0.633629427,0.916555513,-0.15558616,0.461175379,0.929147729,0.438355197,-0.066895277,0.124787567,0.86940904
NCGC00507848,3.5,-0.610202005,-0.394141741,-0.493727399,-0.313448187,0.022552399,-0.503575053,0.122780239,-0.323632489,-0.327639447
NCGC00142423,3.5,0.003126435,-0.636808095,-0.30402576,-0.126991776,-0.437455093,0.022994796,0.585249955,-0.113249227,-0.135767222
NCGC00347303,3.5,-4.582203912,-3.955729657,-3.912504808,-1.970933596,-3.992096877,0.220484966,0.328175995,0.675060536,-0.548655009
NCGC00589046,3.5,0.701445787,0.459930585,0.30820804,0.563175814,0.824397167,0.633665539,0.183507084,0.481790323,0.912461986
NCGC00346456,3.5,-0.440238038,-0.95720937,-0.613205651,-0.391746004,-0.529634151,-0.144952233,-0.202017036,-0.074527355,-0.172184195
NCGC00346684,3.5,0.65620498,1.173400376,-0.579830488,0.30739841,0.466625931,0.424898524,-1.085946686,0.586677641,0.817157004
NCGC00482810,3.5,-0.139438284,0.419134475,0.917446027,0.218362495,0.948772458,-0.211184668,0.046472675,-0.297187834,0.062885114
NCGC00402358,3.5,0.909475012,0.915942721,1.560384214,1.061829783,0.766069556,1.088428057,1.292298389,0.999972359,0.962067953
NCGC00015962,3.4,0.128038094,0.572364727,0.646526141,0.504138274,0.335106124,0.856119784,0.754544655,0.360040649,0.380366014
NCGC00188865,3.4,-0.377049875,0.038960166,-0.443557574,-0.304835882,-0.191542831,-0.472812954,-0.450367695,-0.26936552,-0.272950772
NCGC00386726,3.4,0.590550982,0.45328811,0.352031494,0.703738174,0.571149267,1.230061593,0.463744254,1.114946136,0.854133556
NCGC00091032,3.4,0.675390529,0.717388352,1.169468929,0.697531287,1.02674467,0.481474161,0.10588173,0.754839232,0.649062693
NCGC00384199,3.4,-0.334109909,-1.048970977,-0.525643494,-0.44279937,-0.486046228,-0.241157552,0.18386132,-0.728679529,-0.361648595
NCGC00482383,3.4,0.169392261,0.399249059,0.848550607,0.683137081,0.640610147,1.14880162,0.237544622,1.135823181,0.88512515
NCGC00180796,3.4,-0.833698309,-0.672276522,-2.112559244,-1.117539469,-0.765368697,-0.818801559,-1.313680487,-0.689995203,-1.733935732
NCGC00346945,3.4,-1.540439698,-1.56800352,-2.11667782,-1.504628048,-1.620831688,-1.828883676,-0.471844862,-1.52833988,-1.362003244
NCGC00378878,3.4,-0.504952835,-0.185712233,-0.640651866,-0.479883977,-0.423120863,-1.052131754,-0.632775144,-0.252280638,-0.147446483
NCGC00381605,3.4,-0.279605522,-0.182436889,-0.522226677,-0.180681212,-0.216116376,0.232744307,0.20756778,-0.774964333,0.089588011
NCGC00511383,3.4,0.247035701,0.373656821,0.466873011,-0.057969843,0.231540407,0.338338974,-1.719435508,-0.327949044,-0.073819107
NCGC00167453,3.4,0.147189272,-0.8514398,-0.148097439,-0.29695369,-0.576824833,-0.287377233,0.404561481,-0.719581843,-0.344059123
NCGC00386239,3.4,0.576197017,0.942338026,1.209428178,0.844585091,0.632191923,0.912355774,0.148989152,1.253631538,1.081549117
