SAMPLE_ID,MPO_Score,Z_AUC 809387,Z_AUC 810089,Z_AUC 809405,Z_AUC average,Z_AUC 840907,Z_AUC 1036743,Z_AUC 803493,Z_AUC 787193,Z_AUC 783779
NCGC00016457,4.9,0.965901568,0.876991858,1.075970886,0.847251878,0.883048032,1.011053716,0.079759746,0.999069176,0.88622004
NCGC00371125,4.9,-0.005468574,-0.04496999,-0.244030893,0.07738285,0.020090638,0.245168118,-0.069672902,0.458863794,0.259082612
NCGC00032387,4.9,0.80036205,0.782091768,0.350440367,0.634619601,0.604690489,0.944011647,0.155202905,0.599434796,0.840722789
NCGC00095986,4.9,-2.105153545,-3.456152332,-2.416037148,-2.605297112,-2.617706076,-1.906419904,-2.196805526,-2.755907833,-3.388194535
NCGC00878759,4.9,0.631374498,1.156246227,1.037279552,0.526869662,0.768160478,0.535572847,-0.53473133,0.370932115,0.250122911
NCGC00179511,4.9,0.051114502,-0.022135755,0.294123801,0.21080879,-0.033007501,0.363355258,0.248330275,0.535847838,0.2488419
NCGC00092361,4.9,0.142855592,0.314174293,0.082976623,0.271503429,0.272683636,0.315734929,-0.054329898,0.52469076,0.573241497
NCGC00016256,4.9,0.546963887,0.522773037,0.852245151,0.401950957,0.324724426,0.087338425,0.472608047,0.023289557,0.385665123
NCGC00263098,4.9,-2.999934165,-2.462886077,-3.008706873,-1.920983262,-2.535415548,-0.704318601,-0.55651285,-2.281624663,-0.818467324
NCGC00263209,4.9,1.512119648,1.193471435,0.905684891,1.069221404,1.278821221,0.870031289,0.922196042,0.755869406,1.115577299
NCGC00390724,4.9,0.497452068,0.127811801,0.513287582,0.304089535,0.486623585,0.093194442,0.559172231,-0.137957992,0.293132562
NCGC00015207,4.9,0.964028639,1.151417968,1.209476928,1.061742041,1.109833462,1.257451377,0.533204635,0.938237321,1.330286002
NCGC00016103,4.9,0.327831677,0.472656418,0.061513958,0.451730514,0.63969337,0.442609029,0.372692919,0.785159795,0.51168695
NCGC00871106,4.9,0.363553967,0.574656377,0.79719953,0.568205322,1.096027239,0.43727608,0.920050706,0.415258361,-0.058379684
NCGC00346689,4.9,0.513163905,0.536483579,-0.071081372,0.725161196,0.685745557,1.166100662,0.794766418,1.218538489,0.957572329
NCGC00179492,4.9,0.299881627,0.541321257,0.12673896,0.25748608,0.655228251,0.551267167,-0.989560489,0.416489001,0.458522869
NCGC00023193,4.9,-0.183104903,-0.067825976,0.389550861,0.258426125,0.116079576,0.126825003,0.889905512,0.610881154,0.185097778
NCGC00263155,4.9,-0.585860629,-0.194830362,-1.014239214,-0.543121776,-0.656926853,-0.074548724,-1.575502484,0.143430489,-0.38649643
NCGC00165855,4.9,-0.032985771,0.091630573,-0.340557648,0.113552995,-0.030362136,0.70232801,0.027440863,0.263135041,0.227795028
NCGC00390728,4.9,0.986629086,0.687488804,0.58121294,0.753765536,0.434244892,1.225194231,0.097679817,1.045362619,0.9723119
NCGC00384167,4.9,0.637676586,0.905004569,0.942881477,0.844248437,0.762039048,0.895304034,0.97461597,0.857764371,0.778701444
NCGC00370805,4.9,0.955325773,0.865047338,0.857164382,0.912960023,0.781176786,0.809473433,1.103561815,0.789397137,1.142533517
NCGC00509990,4.9,0.905458948,0.901292293,0.839671611,0.995729913,0.618139402,1.300984165,1.216943226,1.167336306,1.016013353
NCGC00346651,4.9,0.813712762,-0.697814465,0.289722654,0.504560744,0.760101098,0.38788811,0.768910992,0.644122707,1.069842097
NCGC00485487,4.9,-1.937712887,-1.407816816,-1.985715772,-1.554991381,-0.078666443,-2.160515583,-1.995745505,-1.207843035,-1.665915012
NCGC00091019,4.9,0.529019746,1.116610523,0.863136786,0.931190633,1.226608774,0.858770337,0.499539766,1.122948255,1.232890877
NCGC00093560,4.9,-0.196510762,-0.447090969,-0.374372479,-0.050402576,-0.292988484,-0.02992313,0.789926847,0.256714845,-0.108976477
NCGC00187911,4.9,0.543039708,0.773001219,-0.066774888,0.243869834,-0.051202515,0.677960205,-0.75406379,0.422341301,0.406657431
NCGC00386704,4.9,0.239842398,0.642907672,0.101815324,0.642077927,0.564294594,0.878133901,1.08087326,1.108743457,0.520012813
NCGC00483168,4.9,-0.163881438,-0.489073886,-0.540128451,-0.17764844,0.235479237,-0.18937711,0.447318398,-0.576930537,-0.144593736
NCGC00601818,4.9,-1.049481941,-0.931758899,-1.086328237,-0.538286385,-0.351703251,-0.300229655,0.097430525,-0.192501093,-0.491718532
NCGC00841736,4.8,1.150419874,1.122572798,0.793679668,0.981810999,1.182529149,0.983527542,1.020473892,0.859352195,0.741932874
NCGC00508865,4.8,1.149758627,1.061578327,1.310904537,1.119406854,1.295251036,0.948128321,1.103986695,1.020223584,1.065423706
NCGC00263168,4.8,-0.390319037,0.009957971,-0.740901036,-0.129303589,-1.407043056,0.393079801,0.500070518,-0.256364003,0.857090128
NCGC00263192,4.8,-1.208888495,-1.548968378,-1.301030559,-1.084049838,-1.371703371,-0.997854883,-0.39564778,-0.712307876,-1.135997361
NCGC00021569,4.8,1.167841317,1.277320031,0.973876735,0.908820795,0.839058068,0.740136217,0.23516672,0.854227657,1.182939615
NCGC00686988,4.8,0.479929183,0.55970869,0.670392801,0.704769227,0.456623009,1.051934372,0.909880197,0.855329757,0.654355803
NCGC00346578,4.8,0.030879689,0.008220307,-0.093937622,0.024278458,-0.260497135,-0.05957442,0.243524535,0.404639379,-0.079027073
NCGC00164380,4.8,0.779462984,0.816624646,0.484931101,0.719364801,0.78592248,0.864769686,0.288377426,0.704218764,1.03061132
NCGC00263161,4.8,0.369396342,0.521565464,0.793349345,0.829131544,0.453127169,1.227862777,0.927285685,1.152361136,1.188104438
NCGC00263161,4.8,0.766074218,0.922945755,1.168503074,0.978769661,0.453127169,1.227862777,0.927285685,1.152361136,1.211997477
NCGC00159549,4.8,0.847011136,1.203633773,0.658849771,0.854405222,0.747265562,0.681246747,0.761447746,0.977828658,0.957958382
NCGC00508850,4.8,0.233163678,0.175697926,0.480828047,0.165430247,0.106975662,0.324588248,-0.297530774,0.213120534,0.086598651
NCGC00165873,4.8,0.568097067,0.943982353,0.851444911,0.524794888,0.374556732,0.857861178,-0.903928385,0.593055831,0.913289421
NCGC00345496,4.8,0.528128898,0.800855435,1.453050398,0.698382773,0.407652861,0.44491501,0.242447061,0.747870199,0.962142324
NCGC00015451,4.8,0.96469277,1.382999015,0.336152574,0.799234912,0.928435741,0.800891487,0.782055762,0.701570397,0.497081547
NCGC00507962,4.8,0.86044521,0.860463887,1.3954717,0.999948685,0.591293091,0.942476329,1.163956752,1.18855226,0.996930253
NCGC00168459,4.8,0.784588322,0.335825914,0.597946444,0.093698085,0.258556748,0.578267474,-2.473197494,0.131655321,0.53594195
NCGC00016306,4.8,0.555683086,0.76767024,0.926626367,0.883382665,0.845877808,0.997981433,0.760263831,1.164747088,1.048211467
NCGC00378430,4.8,0.556733354,0.562338689,1.348769662,0.775261964,0.601990637,0.96968051,0.160913181,1.191141306,0.810528372
NCGC00015257,4.8,-0.918780363,-0.361177837,-0.425116217,0.011733291,-0.199854459,0.346087012,1.07622058,0.490844893,0.08564272
NCGC00262642,4.8,-0.90471037,-1.117271529,-0.471682844,-0.799479988,-0.709753594,-1.043823336,-0.390294054,-0.455778728,-1.302525451
NCGC00024427,4.8,1.070881101,1.008780335,0.274628233,0.83763868,0.707426339,1.0656621,0.251263121,1.096249355,1.226218853
NCGC00242477,4.8,0.297670909,0.417738434,0.715023353,0.554179077,0.605401326,0.631659939,0.566481786,0.406675578,0.792781291
NCGC00381559,4.8,0.070523784,0.141869738,0.19529154,0.363596118,0.067234248,0.817261812,0.698640614,0.621851442,0.296095769
NCGC00344096,4.8,0.884964496,0.990121444,0.492339699,0.576649656,0.213506723,0.575960423,0.727367411,0.086579304,0.642357749
NCGC00263021,4.8,-0.793673777,-1.254589796,-0.96083138,-1.357212002,-1.184371415,-1.638509835,-1.626363292,-2.33622523,-1.06313129
NCGC00014873,4.8,-0.531324169,-0.547099619,-1.088803543,-0.314385686,-0.65397025,-0.192945733,0.66004356,-0.157241587,-0.003744151
NCGC00093644,4.8,-0.742078022,-0.099242585,-0.350801387,-0.739161102,-0.508397971,-1.207129219,-0.722759609,-1.081503934,-1.201376087
NCGC00510524,4.8,4.016941671,3.926397054,4.373051474,3.195072006,3.830735245,2.865874271,0.154619834,2.697690259,3.695266242
NCGC00263235,4.8,0.425940695,0.782736806,0.992771129,0.837267123,0.709405294,1.048176901,1.265797646,0.651537695,0.821770817
NCGC00345855,4.8,-1.072075299,-1.371719825,-0.6126185,-0.816438469,-1.096126068,-0.879202253,-0.306137965,-0.528365071,-0.665262775
NCGC00485895,4.8,-2.493709126,-1.900403242,-1.59367302,-1.65514531,-1.140016602,-1.723005634,-1.018871079,-1.334156598,-2.03732718
NCGC00507859,4.8,0.693671417,0.98805089,1.400690225,1.013051012,0.816139699,1.165613402,0.890092861,1.045785581,1.104364022
NCGC00510500,4.8,1.098134536,1.111772516,1.57929945,0.953646745,0.604087744,0.682511549,0.804298375,1.018730435,0.730339351
NCGC00347957,4.8,0.963417693,0.779399482,0.771809324,0.990559153,0.749026351,1.060391717,1.214795302,1.551578691,0.834054663
NCGC00016407,4.8,0.718995695,0.875276362,0.664223727,0.756751848,0.638706856,0.746508001,1.180403616,0.580574363,0.649326162
NCGC00857116,4.8,0.023318753,0.533449183,0.315760639,0.525833571,0.578105149,0.072862294,1.146927338,1.010299595,0.525945613
NCGC00522580,4.8,-1.072614401,-1.341005425,-1.730160603,-1.031768843,-1.425393503,-1.026041326,-0.389334139,-0.855392707,-0.414208638
NCGC00601805,4.8,-0.501654775,-0.208800354,0.101589805,-0.235405489,0.179090928,-0.646015738,0.159899375,-0.401244514,-0.566108639
NCGC00093802,4.8,0.81123862,0.909494191,0.79681967,0.881591858,0.899183453,0.950870012,1.104371119,0.855703715,0.725054079
NCGC00346646,4.8,0.858285135,1.222339024,1.18552572,0.935197087,1.117260932,1.082115502,0.307636717,0.664007738,1.044405927
NCGC00507873,4.8,-0.436000022,0.067306459,-0.338864375,0.135522455,-0.092640931,0.359267394,1.060501546,0.494809078,-0.030199506
NCGC00856420,4.8,0.925851951,0.950001718,1.17640839,0.855848516,0.087431874,0.982735979,1.130408042,0.875104024,0.718846153
NCGC00507868,4.8,0.220023782,0.020699273,0.118952188,0.334681342,-0.101637672,0.495557669,0.259250849,0.830839169,0.833765474
NCGC00263621,4.8,-1.393978747,-0.983302967,-0.963795294,-0.500573794,-0.227789003,0.173827271,0.56741684,-0.527776443,-0.649192013
NCGC00263621,4.8,-0.23833749,-0.186508631,0.259890582,0.013891468,-0.227789003,0.173827271,0.56741684,-0.527776443,0.290408619
NCGC00345173,4.8,1.286604087,1.032588489,0.879429366,1.211288707,1.149111769,1.444969302,1.27111983,1.365305613,1.261181203
NCGC00871595,4.8,-1.59178999,-1.226687787,-1.339562513,-1.302671618,-1.777536101,-1.463650068,-0.23774319,-1.368397983,-1.41600531
NCGC00263521,4.8,0.647942408,0.903137285,0.817309417,0.821085236,1.090490828,0.775698518,0.351518179,1.022648955,0.959936296
NCGC00015033,4.8,0.659627278,0.939658863,1.242707171,0.956728623,1.144504305,0.875231127,0.534362619,1.214661392,1.043076232
NCGC00345841,4.8,-0.468058319,-1.325633142,-0.502716766,-0.542689396,-1.166304132,-0.44444073,0.255814635,-0.075628633,-0.61454808
NCGC00185778,4.8,0.844995688,0.549087174,0.293091939,0.653874843,0.625661432,0.676761064,0.768039302,0.824398612,0.648963534
NCGC00481318,4.8,0.370630889,0.943801815,0.679947166,0.873030361,0.75703365,0.970019574,0.944318058,1.330149383,0.988342354
NCGC00091835,4.8,-2.51121194,-3.92499683,-2.673020667,-2.449418551,-1.422584166,-2.420441499,-1.90350238,-2.768882548,-1.970708382
NCGC00091149,4.8,-0.184984023,-0.265197671,-0.475328654,-0.461737414,-0.393071056,-0.678116818,-0.227875876,-0.83051574,-0.638809474
NCGC00178318,4.8,-0.322004087,-1.067438067,-0.735398029,-0.377509885,-0.401000587,-0.299321981,0.449543558,-0.592980057,-0.051479832
NCGC00017112,4.8,0.36435244,0.423031206,0.034809904,-0.341987026,0.314355137,-1.750923204,-0.296642345,-1.155848523,-0.669030826
NCGC00167496,4.8,-0.851712115,-0.697373245,-0.576506221,-0.341486674,-1.140939245,-0.202242948,-0.161427182,0.460950802,0.437356767
NCGC00015989,4.8,-0.348315665,-0.585395053,-0.512141316,-0.100316744,-0.860080634,0.276499045,0.947829912,0.378856479,-0.099786716
NCGC00263114,4.8,0.868822069,-0.434057652,-0.578506912,-0.04053146,-0.305477116,-0.134509491,0.389108941,-0.357069604,0.227438087
NCGC00015418,4.8,0.646105583,0.948437746,0.191453335,0.564198201,0.818660997,0.897650206,0.293511541,0.063346644,0.654419559
NCGC00015970,4.8,0.76614475,0.782288557,0.461345497,0.722943474,0.945262614,0.661643813,0.397405029,1.126522946,0.64293459
NCGC00095003,4.8,0.933783335,0.710646934,0.406831314,0.774130424,1.182648502,0.614809839,0.468842991,1.034138311,0.841342166
NCGC00378873,4.8,0.751988191,0.703509229,1.016455801,0.926820553,0.617692303,1.158014655,1.024471915,1.183981383,0.958450945
NCGC00094810,4.8,1.030303026,0.743284867,1.097899188,0.945947482,0.777050065,0.896974464,0.712271261,1.05963427,1.250162717
NCGC00015204,4.8,0.892144576,1.313280826,0.196272521,0.962069038,0.835762581,1.190465661,1.20538798,1.170378908,0.892859253
NCGC00163510,4.7,0.720438045,0.827068848,0.271346699,0.749821747,0.222246006,0.898678643,0.852628762,1.090679068,1.115487901
NCGC00509994,4.7,0.53945759,0.643644414,0.713337813,0.41112546,0.38340815,0.584343472,-1.185252565,0.641503937,0.968560873
NCGC00480817,4.7,0.669332175,0.612817008,0.335570681,0.591882281,0.549907627,0.843236971,0.834632163,0.114875065,0.77468656
NCGC00346513,4.7,0.12047155,0.148693794,0.253426901,0.126278368,-0.363176234,0.228667224,0.214469182,0.18882434,0.218850185
NCGC00016311,4.7,0.569649347,-0.348531321,-0.075694471,0.263938305,-0.045145709,0.524222195,0.810650645,0.378480874,0.29787488
NCGC00021301,4.7,1.198149605,0.843609344,0.219145959,0.985984158,1.39344415,1.271296319,0.92442473,0.927440288,1.110362869
NCGC00346507,4.7,0.461082294,1.117354471,0.064565335,0.637679014,0.938329553,0.585346152,0.437627757,0.870691184,0.626435368
NCGC00387875,4.7,-0.660858276,-0.347244884,0.13203741,-0.292141064,-0.549286042,-0.319003057,-0.268985005,-0.213312185,-0.110476476
NCGC00601693,4.7,0.817450599,0.797811135,0.670886423,0.889896639,1.053219158,1.143624782,0.837610659,0.997072696,0.801497658
NCGC00378564,4.7,0.504665682,0.848915302,0.750801179,0.904816336,1.010771608,1.216775459,0.546459185,1.265243149,1.094899123
NCGC00492447,4.7,0.713361287,1.148204814,0.970349204,0.931531787,0.753375224,0.980710409,1.147355833,0.979195376,0.759702148
NCGC00095135,4.7,1.283263198,1.028700752,1.093957174,1.087193847,0.79464176,1.09976297,0.892021083,1.260636506,1.24456733
NCGC00250373,4.7,0.82240958,1.189900777,0.73453,1.017045625,0.762489053,1.307377377,0.979269612,1.176024578,1.164364026
NCGC00249685,4.7,-0.469029136,0.028135538,-0.799281616,-0.742007418,-0.727223448,-1.222692035,-1.12566119,-0.542179414,-1.078128041
NCGC00507872,4.7,-1.628968106,-1.37308181,-1.829259739,-0.350262936,-1.124448906,0.921894251,1.468216283,0.280234924,0.483309613
NCGC00509936,4.7,0.866723591,1.223264127,0.900470767,1.040361389,1.476003159,1.029286435,0.712605433,1.196833768,0.917703833
NCGC00371151,4.7,0.365879344,0.461216654,0.391305958,0.247749464,0.172169145,0.137756067,0.257188257,-0.208393525,0.404873809
NCGC00510528,4.7,0.812688073,1.117863122,1.377177995,0.883667986,0.83648602,0.950501305,0.100428154,1.142253508,0.731945712
NCGC00485302,4.7,1.046126713,0.919468713,0.936121589,0.756816749,-0.089461759,1.329994352,-0.414085418,1.262262132,1.064107672
NCGC00386127,4.7,-0.019788405,-0.069766394,-0.01326692,0.17065175,-0.15169662,0.338658939,0.933028303,0.452714884,-0.104669789
NCGC00090905,4.7,0.565446511,0.590919929,0.600214827,0.618299869,0.708003035,0.500993104,0.199475595,0.805786893,0.975559062
NCGC00387244,4.7,0.871629246,0.860120114,0.711692481,0.835580891,0.631961215,1.11001911,1.00637582,0.817129341,0.675719804
NCGC00016258,4.7,0.678071587,0.823965803,0.099089357,0.549893648,0.849026053,0.883735563,0.177854761,0.697881152,0.189524906
NCGC00346618,4.7,0.89691557,1.182772148,0.806529158,0.7736716,1.033625601,0.867947659,-0.40109064,0.825041444,0.977631864
NCGC00025329,4.7,-0.227706086,-0.469950263,0.190446104,-0.104089582,-0.056818969,0.36709051,-0.920035617,0.305491584,-0.021233922
NCGC00685448,4.7,-0.318493078,-0.284602975,-0.617202336,0.015554032,0.039812511,0.231006328,0.956837015,0.427746548,-0.310671759
NCGC00387769,4.7,0.66004847,0.631369858,1.333775388,0.843453407,0.65185028,0.707169832,0.771618291,0.980380657,1.011414481
NCGC00346440,4.7,1.062561137,0.740372205,0.980318216,1.141467013,1.059003968,1.032445938,1.232279099,1.797381199,1.227374347
NCGC00387775,4.7,0.561243832,0.848808908,0.816358519,0.173999606,0.732291846,0.140453967,-2.857888737,0.482041805,0.668686709
NCGC00094419,4.7,-0.529555699,0.069489321,-0.032401283,-0.319237567,-0.402355531,-0.733148294,0.185678821,-0.606394605,-0.50521327
NCGC00107508,4.7,1.18804688,1.137872165,0.906720466,0.897993677,0.870483088,0.792819886,0.383291199,0.83386188,1.070853856
NCGC00016535,4.7,0.637411943,0.980957257,0.253093293,0.875325044,0.223033438,1.142941732,1.271181247,1.465032498,1.028948947
NCGC00483923,4.7,0.483404266,0.843171818,0.711125763,0.894491621,0.97290971,0.859338122,1.155476218,0.817504408,1.313002666
NCGC00179363,4.7,0.93670809,0.765807886,0.935056063,0.815452251,0.792843012,0.752021859,0.338606827,0.813549276,1.189024993
NCGC00264052,4.7,1.232108826,1.068797927,0.863034665,0.964996113,0.963963139,1.077626218,0.353409699,0.945265097,1.215763333
NCGC00142400,4.7,0.769806476,1.185444948,1.193905567,1.066806167,0.930402238,0.935884157,1.1942411,1.165803984,1.15896087
NCGC00346506,4.7,-0.282356061,-0.391856797,-0.379869471,0.133958313,0.031138176,0.445262764,1.278315875,0.338446294,0.032585724
NCGC00167831,4.7,-3.877850341,-3.444081238,-2.711048541,-3.186818879,-2.859855733,-3.283730209,-2.367567569,-3.113275508,-3.837141895
NCGC00685354,4.7,0.168952812,0.05576534,-0.463153131,-0.243517942,-0.832238753,-0.259708982,-0.07479758,-0.851862633,0.308899394
NCGC00506867,4.7,1.283559652,1.257398833,1.651405533,1.382241535,1.135682115,1.845916067,1.690367413,1.096654645,1.096948025
NCGC00483135,4.7,-0.727468121,0.065992441,0.083667825,-0.613591756,-0.497452459,0.363738148,-4.90687078,0.3078329,0.401825998
NCGC00015122,4.7,-1.042714277,-0.76337736,-0.972299208,-0.586466417,-1.286780857,-0.100911907,0.316056868,-0.386030567,-0.455674028
NCGC00689247,4.7,0.436246091,0.405281797,1.447593714,0.579761027,0.723044099,0.077405852,0.586452984,0.04693601,0.915127665
NCGC00174736,4.7,1.001761927,0.837407325,0.706288807,0.988497844,0.91035494,1.260011994,0.948028851,1.083864118,1.160264786
NCGC00386224,4.7,0.564310028,0.744457262,1.515323367,0.943162119,0.581895175,1.002618513,0.856524333,1.117377483,1.162790791
NCGC00263565,4.7,0.560183293,1.005650755,1.176223471,0.774660529,0.69835105,0.258458957,0.675551752,0.856258153,0.966606802
NCGC00167466,4.7,1.087831764,0.918309584,0.720226322,0.82993269,1.088586469,0.697580607,0.065388858,1.150938029,0.910599886
NCGC00167773,4.7,0.575294098,0.51026877,0.68823442,0.28895208,0.110531935,-0.107138492,-0.126616366,0.457619581,0.20342269
NCGC00346607,4.7,0.6471788,0.86046705,1.873727012,0.929812341,0.743919786,0.877820768,0.445743612,0.973271523,1.016370178
NCGC00486863,4.7,-0.589787463,-0.786206598,-0.780733662,-1.131088315,-0.920476367,-2.182494553,-1.112871026,-1.366433987,-1.309702865
NCGC00187906,4.7,-1.857058494,-1.497183095,-1.891891507,-1.92333498,-2.483970619,-2.173715743,-1.693403428,-1.63542108,-2.154035874
NCGC00689264,4.7,0.984488945,0.819576594,0.954718037,1.10237142,1.065128948,1.319138299,1.273701345,1.292767881,1.109451315
NCGC00371153,4.7,-0.28620236,-0.274995946,-0.080883953,-0.269198543,-0.739679083,-0.691147764,0.994597788,-0.67800544,-0.397271585
NCGC00592278,4.7,-1.284438542,-1.007540934,-1.784166722,-0.618589434,-0.111718459,-1.309944194,1.272469949,-0.692629896,-0.030746675
NCGC00165898,4.7,0.289824656,-0.091015098,0.170689419,0.171273824,0.024707765,0.261837214,0.525159454,0.181563439,0.007423741
NCGC00689119,4.7,-2.373478859,-2.671321504,-2.576004594,-2.0046527,-3.699600016,-1.048513642,-0.513767981,-2.60432086,-0.550214143
NCGC00346821,4.7,-0.512151637,-0.656923813,-0.038356241,0.110397469,-0.413484015,0.484647734,1.118720993,0.571287811,0.329438916
NCGC00386370,4.7,-2.224520292,-1.843282522,-2.26078002,-1.688103491,-1.982145434,-1.585394759,-0.693598646,-0.990999367,-1.924106884
NCGC00346739,4.7,1.258034966,1.005621827,0.994163675,0.945050501,0.555268464,1.374132323,0.660295981,0.786139923,0.926746847
NCGC00878596,4.7,0.749125116,0.657368351,1.271401739,0.126146378,0.814238258,-2.328701626,-1.965322976,0.998540588,0.812521576
NCGC00475733,4.6,-0.546132848,-0.462873213,0.257872592,-0.482312689,0.106458261,-0.436603818,-0.164810053,-1.889666963,-0.722745471
NCGC00346702,4.6,0.730258179,0.689575935,0.48836943,0.724334083,0.941179111,0.763571817,0.668116897,0.755476503,0.758124796
NCGC00346598,4.6,0.919138522,1.290992563,-0.521312171,0.836192291,0.653609715,1.182946922,1.149338324,0.871971211,1.142853245
NCGC00247735,4.6,1.055071171,0.757496448,0.933397696,0.981454197,0.770734073,1.163957982,0.576780864,1.248881939,1.3453134
NCGC00018248,4.6,1.510974644,1.014181882,0.290272397,1.063826516,1.326252186,1.178642103,0.685492494,1.103957084,1.400839334
NCGC00510269,4.6,-1.279965358,-0.940131217,-0.26629553,-0.553911575,-0.855132171,0.056155169,-0.380869496,-0.782911232,0.017857233
NCGC00496836,4.6,-0.613884005,-0.422596424,-0.328256596,-0.294190008,-0.807213226,-0.270132114,0.310804056,0.062294889,-0.28453664
NCGC00378624,4.6,-2.26785187,-3.002549543,-0.935989316,-2.211258322,-0.465833256,-2.387719984,-1.817592342,-2.739326489,-4.073203778
NCGC00510508,4.6,0.705327143,0.832778107,0.70047123,0.886723193,0.701842836,0.901500939,1.141730491,1.220863091,0.88927171
NCGC00182868,4.6,-3.197978749,-3.459230185,-1.427983712,-2.7508252,-0.292749254,-2.871720357,-2.421127227,-3.588089984,-4.747722131
NCGC00347945,4.6,0.428819445,0.978185095,1.174906977,0.769509853,0.575755263,0.997726937,0.142964514,1.162598123,0.695122472
NCGC00345798,4.6,0.685676733,0.587152072,0.815449362,0.704105178,0.394143035,0.816505286,0.667424846,0.886340451,0.780149639
NCGC00250411,4.6,-0.094576998,0.16755252,0.496045375,-0.214649514,-0.123019844,0.080147794,0.527272635,-2.473040558,-0.297577039
NCGC00024196,4.6,1.325182946,0.966311956,0.583765981,0.813498599,1.01902429,0.705177386,0.463597361,0.681975776,0.762953098
NCGC00687001,4.6,-0.970618013,-0.761542385,-0.707431407,-0.557783725,-0.657906002,-0.699968408,0.006110973,-0.005286997,-0.665627558
NCGC00182037,4.6,0.104070562,-0.737289204,-0.408658456,-0.164317427,-0.611515081,-0.121785978,0.479020558,0.276737797,-0.295119617
NCGC00351549,4.6,1.052510533,0.795202588,0.927670794,1.053129597,1.734504131,0.772468027,1.241324945,1.03467329,0.86668247
NCGC00485399,4.6,0.84727257,0.97526938,1.253582404,0.899711291,0.618180122,1.051753607,0.278519623,1.216651127,0.956461493
NCGC00095023,4.6,0.290031215,0.067190417,-0.21155925,0.454473282,0.77407696,0.680430071,0.390724966,0.979079622,0.665812255
NCGC00092299,4.6,1.079242794,0.711276727,0.111175925,0.750388117,0.654680782,0.822555634,0.60108531,1.007007797,1.016079965
NCGC00479254,4.6,0.706696936,0.549580938,0.602340326,0.702419089,0.811371778,0.685189399,0.825288479,0.673957689,0.764927168
NCGC00689082,4.6,-0.713124909,-0.358746801,-0.623331292,-0.122131955,0.106028942,-0.159181198,0.663952171,0.10780127,-0.000453826
NCGC00015977,4.6,0.517794325,0.799795328,-0.003035128,0.639639865,1.42835918,0.680711505,0.018188234,0.751934321,0.923371154
NCGC00856422,4.6,1.152825848,0.916874663,1.40638551,1.114911023,0.929925179,1.045568395,1.134765741,1.302436104,1.030506741
NCGC00346805,4.6,-0.50497239,-1.649441814,-1.503620268,-0.871227659,-0.866730759,-0.423597457,-0.212088123,-1.354145097,-0.455225368
NCGC00163489,4.6,-0.392333016,-0.352800743,-0.492043651,-0.229816711,-0.840860122,0.210981756,0.273957501,-0.007921622,-0.237513792
NCGC00509913,4.6,-0.050607736,-0.100719717,-0.094875886,0.05636628,-0.065125938,0.133322218,0.790546731,0.312704607,-0.474314037
NCGC00346551,4.6,0.372381348,-0.195539511,0.245507644,0.330725558,-0.134735805,0.709048166,1.218342765,0.449626633,-0.018826775
NCGC00689269,4.6,0.022181142,-0.167491678,0.010470828,0.260623267,-0.103619123,0.453677293,0.743029187,0.406250432,0.720488053
NCGC00345833,4.6,0.700991142,0.653436226,1.611183257,0.062285375,-0.339679948,-0.499995841,0.581156824,-2.358167425,0.149358765
NCGC00689270,4.6,-0.937941162,-0.431439526,0.100318668,-1.40312385,-0.944066594,-2.758360365,-2.477842622,-2.043817192,-1.731842007
NCGC00346619,4.6,-2.11237912,-2.207351949,-1.724030991,-1.727954202,-1.900227922,-1.815197198,-1.146650512,-1.122534103,-1.795261824
NCGC00346951,4.6,-2.724134795,-2.497994362,-2.545247695,-2.316215522,-3.295591074,-2.572680994,-1.624616132,-1.045178479,-2.224280649
NCGC00160514,4.6,0.930201587,1.204009592,0.680919254,0.921154236,1.003210035,1.130372771,0.946034502,0.854145382,0.620340767
NCGC00165869,4.6,-0.455334054,-0.096486407,0.165962212,-0.06384156,-0.324707256,-0.14575431,-0.204385487,0.236301492,0.313671327
NCGC00263166,4.6,-1.412842356,-1.653355736,-2.281809504,-1.457788519,-1.934637914,-0.696293036,-0.809036996,-1.187863912,-1.686468701
NCGC00689071,4.6,0.505454001,0.825812382,0.497900003,0.867046303,0.571098525,1.129592909,0.994477742,1.392769608,1.019265253
NCGC00159406,4.6,0.762660438,1.002659835,0.802036748,0.854637021,0.784157843,0.892435691,0.422637479,1.137054685,1.033453453
NCGC00263204,4.6,0.087709596,0.150903977,0.50153404,-0.226680314,-0.478373665,0.232744685,-2.417109896,-0.226999683,0.336148436
NCGC00475728,4.6,-1.438544967,-1.215372485,-1.402000741,-1.108123224,-0.886010392,-1.321195981,-0.355071776,-1.000894293,-1.245895155
NCGC00163125,4.6,1.339115489,0.894945031,-0.007635766,0.631680049,1.349066116,0.413216428,-0.025318297,0.385876139,0.704175249
NCGC00015647,4.6,-0.495741478,-0.714652546,-1.162181818,-0.211336396,-0.099062936,0.027870944,0.512401484,0.335039491,-0.094364311
NCGC00166035,4.6,-2.300096291,-1.948546325,-2.232770754,-1.190542711,-1.613771444,-0.245647142,0.37745423,-1.036631548,-0.524332416
NCGC00378600,4.6,0.675642509,0.837702622,0.504288804,0.795399701,0.625130275,0.855961172,0.985391793,1.111273156,0.767807278
